year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17119,"Madison County, Illinois",17179,"Tazewell County, Illinois",215,78,92,45,79,76,60,17,70,128
2019,IL,17119,"Madison County, Illinois",17181,"Union County, Illinois",65,14,36,15,18,31,16,4,28,33
2019,IL,17119,"Madison County, Illinois",17183,"Vermilion County, Illinois",167,56,82,29,79,46,42,11,55,101
2019,IL,17119,"Madison County, Illinois",17185,"Wabash County, Illinois",33,10,19,4,7,13,13,3,10,20
2019,IL,17119,"Madison County, Illinois",17187,"Warren County, Illinois",18,4,9,5,4,9,5,3,6,9
2019,IL,17119,"Madison County, Illinois",17189,"Washington County, Illinois",316,85,162,69,82,95,139,74,78,164
2019,IL,17119,"Madison County, Illinois",17191,"Wayne County, Illinois",109,33,53,23,43,48,18,1,30,78
2019,IL,17119,"Madison County, Illinois",17193,"White County, Illinois",46,15,23,8,14,16,16,7,22,17
2019,IL,17119,"Madison County, Illinois",17195,"Whiteside County, Illinois",43,9,17,17,19,12,12,7,16,20
2019,IL,17119,"Madison County, Illinois",17197,"Will County, Illinois",641,132,357,152,226,105,310,63,290,288
2019,IL,17119,"Madison County, Illinois",17199,"Williamson County, Illinois",412,114,210,88,132,144,136,63,141,208
2019,IL,17119,"Madison County, Illinois",17201,"Winnebago County, Illinois",43,12,18,13,16,9,18,1,28,14
2019,IL,17119,"Madison County, Illinois",17203,"Woodford County, Illinois",60,16,30,14,24,15,21,5,21,34
2019,IL,17121,"Marion County, Illinois",17001,"Adams County, Illinois",16,2,6,8,3,11,2,1,9,6
2019,IL,17121,"Marion County, Illinois",17003,"Alexander County, Illinois",6,4,1,1,2,3,1,1,2,3
2019,IL,17121,"Marion County, Illinois",17005,"Bond County, Illinois",81,16,41,24,17,39,25,10,34,37
2019,IL,17121,"Marion County, Illinois",17007,"Boone County, Illinois",2,0,1,1,0,1,1,1,0,1
2019,IL,17121,"Marion County, Illinois",17009,"Brown County, Illinois",4,1,2,1,2,2,0,0,0,4
2019,IL,17121,"Marion County, Illinois",17011,"Bureau County, Illinois",4,1,3,0,1,0,3,1,3,0
2019,IL,17121,"Marion County, Illinois",17013,"Calhoun County, Illinois",1,1,0,0,0,0,1,1,0,0
2019,IL,17121,"Marion County, Illinois",17017,"Cass County, Illinois",12,4,6,2,3,4,5,4,3,5
2019,IL,17121,"Marion County, Illinois",17019,"Champaign County, Illinois",32,12,14,6,7,14,11,7,16,9
2019,IL,17121,"Marion County, Illinois",17021,"Christian County, Illinois",23,5,9,9,6,11,6,0,4,19
2019,IL,17121,"Marion County, Illinois",17023,"Clark County, Illinois",62,17,35,10,7,21,34,37,15,10
2019,IL,17121,"Marion County, Illinois",17025,"Clay County, Illinois",337,85,176,76,52,139,146,150,40,147
2019,IL,17121,"Marion County, Illinois",17027,"Clinton County, Illinois",776,140,430,206,161,302,313,118,92,566
2019,IL,17121,"Marion County, Illinois",17029,"Coles County, Illinois",64,22,33,9,18,19,27,27,17,20
2019,IL,17121,"Marion County, Illinois",17031,"Cook County, Illinois",23,11,9,3,6,4,13,15,3,5
2019,IL,17121,"Marion County, Illinois",17033,"Crawford County, Illinois",61,19,26,16,19,16,26,5,24,32
2019,IL,17121,"Marion County, Illinois",17035,"Cumberland County, Illinois",13,2,7,4,1,6,6,6,4,3
2019,IL,17121,"Marion County, Illinois",17037,"DeKalb County, Illinois",9,5,1,3,1,3,5,5,2,2
2019,IL,17121,"Marion County, Illinois",17039,"De Witt County, Illinois",17,3,11,3,4,4,9,2,5,10
2019,IL,17121,"Marion County, Illinois",17041,"Douglas County, Illinois",24,5,13,6,10,3,11,6,5,13
2019,IL,17121,"Marion County, Illinois",17043,"DuPage County, Illinois",6,2,4,0,0,1,5,5,0,1
2019,IL,17121,"Marion County, Illinois",17045,"Edgar County, Illinois",31,10,12,9,4,15,12,16,8,7
2019,IL,17121,"Marion County, Illinois",17047,"Edwards County, Illinois",32,5,17,10,10,14,8,7,12,13
2019,IL,17121,"Marion County, Illinois",17049,"Effingham County, Illinois",161,34,85,42,31,51,79,34,60,67
2019,IL,17121,"Marion County, Illinois",17051,"Fayette County, Illinois",316,68,177,71,77,125,114,81,50,185
2019,IL,17121,"Marion County, Illinois",17053,"Ford County, Illinois",3,0,1,2,1,1,1,0,0,3
2019,IL,17121,"Marion County, Illinois",17055,"Franklin County, Illinois",105,25,50,30,26,51,28,5,39,61
2019,IL,17121,"Marion County, Illinois",17059,"Gallatin County, Illinois",6,0,4,2,1,1,4,0,3,3
2019,IL,17121,"Marion County, Illinois",17061,"Greene County, Illinois",12,3,8,1,2,7,3,4,2,6
2019,IL,17121,"Marion County, Illinois",17063,"Grundy County, Illinois",2,1,1,0,1,1,0,0,1,1
2019,IL,17121,"Marion County, Illinois",17065,"Hamilton County, Illinois",31,7,13,11,8,14,9,4,10,17
2019,IL,17121,"Marion County, Illinois",17069,"Hardin County, Illinois",6,4,2,0,5,0,1,0,0,6
2019,IL,17121,"Marion County, Illinois",17073,"Henry County, Illinois",3,0,2,1,0,1,2,0,3,0
2019,IL,17121,"Marion County, Illinois",17075,"Iroquois County, Illinois",4,2,0,2,2,0,2,1,2,1
2019,IL,17121,"Marion County, Illinois",17077,"Jackson County, Illinois",149,41,73,35,37,61,51,28,47,74
2019,IL,17121,"Marion County, Illinois",17079,"Jasper County, Illinois",38,8,18,12,9,15,14,12,13,13
2019,IL,17121,"Marion County, Illinois",17081,"Jefferson County, Illinois",797,153,433,211,162,315,320,214,114,469
2019,IL,17121,"Marion County, Illinois",17083,"Jersey County, Illinois",26,10,14,2,5,16,5,1,13,12
2019,IL,17121,"Marion County, Illinois",17087,"Johnson County, Illinois",27,9,14,4,14,4,9,0,9,18
2019,IL,17121,"Marion County, Illinois",17089,"Kane County, Illinois",18,3,11,4,0,4,14,15,2,1
2019,IL,17121,"Marion County, Illinois",17091,"Kankakee County, Illinois",21,3,12,6,1,14,6,5,8,8
2019,IL,17121,"Marion County, Illinois",17093,"Kendall County, Illinois",2,0,1,1,0,1,1,1,1,0
2019,IL,17121,"Marion County, Illinois",17095,"Knox County, Illinois",8,2,4,2,2,0,6,1,5,2
2019,IL,17121,"Marion County, Illinois",17097,"Lake County, Illinois",1,0,0,1,0,1,0,1,0,0
2019,IL,17121,"Marion County, Illinois",17099,"LaSalle County, Illinois",13,2,7,4,6,5,2,5,5,3
2019,IL,17121,"Marion County, Illinois",17101,"Lawrence County, Illinois",43,12,17,14,12,19,12,8,16,19
2019,IL,17121,"Marion County, Illinois",17103,"Lee County, Illinois",1,0,0,1,0,0,1,1,0,0
2019,IL,17121,"Marion County, Illinois",17105,"Livingston County, Illinois",8,5,1,2,4,1,3,2,2,4
2019,IL,17121,"Marion County, Illinois",17107,"Logan County, Illinois",10,1,8,1,6,1,3,4,3,3
2019,IL,17121,"Marion County, Illinois",17109,"McDonough County, Illinois",4,0,4,0,0,0,4,0,2,2
2019,IL,17121,"Marion County, Illinois",17111,"McHenry County, Illinois",16,3,10,3,1,8,7,14,2,0
2019,IL,17121,"Marion County, Illinois",17113,"McLean County, Illinois",23,4,14,5,5,10,8,7,7,9
2019,IL,17121,"Marion County, Illinois",17115,"Macon County, Illinois",78,21,35,22,19,37,22,13,16,49
2019,IL,17121,"Marion County, Illinois",17117,"Macoupin County, Illinois",35,9,19,7,8,13,14,11,11,13
2019,IL,17121,"Marion County, Illinois",17119,"Madison County, Illinois",228,56,124,48,61,81,86,18,97,113
2019,IL,17121,"Marion County, Illinois",17121,"Marion County, Illinois",6934,1422,3560,1952,1752,2738,2444,1927,908,4099
2019,IL,17121,"Marion County, Illinois",17123,"Marshall County, Illinois",2,0,0,2,0,0,2,1,1,0
2019,IL,17121,"Marion County, Illinois",17125,"Mason County, Illinois",4,0,3,1,0,2,2,2,0,2
2019,IL,17121,"Marion County, Illinois",17127,"Massac County, Illinois",13,2,7,4,2,5,6,3,3,7
2019,IL,17121,"Marion County, Illinois",17129,"Menard County, Illinois",7,2,3,2,3,3,1,2,3,2
2019,IL,17121,"Marion County, Illinois",17133,"Monroe County, Illinois",70,12,41,17,18,26,26,17,21,32
2019,IL,17121,"Marion County, Illinois",17135,"Montgomery County, Illinois",78,17,36,25,27,28,23,26,17,35
2019,IL,17121,"Marion County, Illinois",17137,"Morgan County, Illinois",17,5,7,5,5,7,5,2,3,12
2019,IL,17121,"Marion County, Illinois",17139,"Moultrie County, Illinois",13,2,4,7,1,8,4,1,2,10
2019,IL,17121,"Marion County, Illinois",17141,"Ogle County, Illinois",4,0,1,3,1,1,2,1,0,3
2019,IL,17121,"Marion County, Illinois",17143,"Peoria County, Illinois",17,3,10,4,4,8,5,2,8,7
2019,IL,17121,"Marion County, Illinois",17145,"Perry County, Illinois",45,17,21,7,19,12,14,3,14,28
2019,IL,17121,"Marion County, Illinois",17147,"Piatt County, Illinois",12,4,4,4,4,6,2,4,0,8
2019,IL,17121,"Marion County, Illinois",17149,"Pike County, Illinois",3,0,1,2,0,0,3,3,0,0
2019,IL,17121,"Marion County, Illinois",17151,"Pope County, Illinois",12,3,8,1,3,2,7,2,6,4
2019,IL,17121,"Marion County, Illinois",17153,"Pulaski County, Illinois",9,5,4,0,4,5,0,1,0,8
2019,IL,17121,"Marion County, Illinois",17157,"Randolph County, Illinois",51,12,28,11,19,15,17,9,17,25
2019,IL,17121,"Marion County, Illinois",17159,"Richland County, Illinois",164,49,81,34,32,78,54,55,32,77
2019,IL,17121,"Marion County, Illinois",17161,"Rock Island County, Illinois",4,1,2,1,1,2,1,0,1,3
2019,IL,17121,"Marion County, Illinois",17163,"St. Clair County, Illinois",306,81,164,61,86,120,100,42,98,166
2019,IL,17121,"Marion County, Illinois",17165,"Saline County, Illinois",84,25,36,23,22,22,40,15,25,44
2019,IL,17121,"Marion County, Illinois",17167,"Sangamon County, Illinois",77,18,41,18,22,31,24,15,24,38
2019,IL,17121,"Marion County, Illinois",17169,"Schuyler County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17121,"Marion County, Illinois",17171,"Scott County, Illinois",8,4,3,1,2,5,1,0,2,6
2019,IL,17121,"Marion County, Illinois",17173,"Shelby County, Illinois",15,3,6,6,3,6,6,3,2,10
2019,IL,17121,"Marion County, Illinois",17175,"Stark County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17121,"Marion County, Illinois",17177,"Stephenson County, Illinois",3,1,2,0,1,0,2,1,1,1
2019,IL,17121,"Marion County, Illinois",17179,"Tazewell County, Illinois",12,3,3,6,4,4,4,0,5,7
2019,IL,17121,"Marion County, Illinois",17181,"Union County, Illinois",38,9,23,6,15,8,15,4,14,20
2019,IL,17121,"Marion County, Illinois",17183,"Vermilion County, Illinois",13,2,6,5,3,4,6,5,3,5
2019,IL,17121,"Marion County, Illinois",17185,"Wabash County, Illinois",44,13,18,13,18,13,13,5,13,26
2019,IL,17121,"Marion County, Illinois",17187,"Warren County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17121,"Marion County, Illinois",17189,"Washington County, Illinois",328,65,161,102,81,113,134,63,38,227
2019,IL,17121,"Marion County, Illinois",17191,"Wayne County, Illinois",193,47,110,36,20,83,90,105,36,52
2019,IL,17121,"Marion County, Illinois",17193,"White County, Illinois",40,11,19,10,13,16,11,7,14,19
2019,IL,17121,"Marion County, Illinois",17195,"Whiteside County, Illinois",4,0,2,2,0,1,3,0,4,0
2019,IL,17121,"Marion County, Illinois",17197,"Will County, Illinois",19,2,14,3,1,3,15,10,7,2
2019,IL,17121,"Marion County, Illinois",17199,"Williamson County, Illinois",161,40,78,43,44,75,42,23,55,83
2019,IL,17121,"Marion County, Illinois",17201,"Winnebago County, Illinois",10,3,7,0,0,3,7,5,1,4
2019,IL,17121,"Marion County, Illinois",17203,"Woodford County, Illinois",2,0,2,0,0,1,1,0,2,0
2019,IL,17123,"Marshall County, Illinois",17001,"Adams County, Illinois",2,1,1,0,0,1,1,1,1,0
2019,IL,17123,"Marshall County, Illinois",17005,"Bond County, Illinois",2,0,0,2,0,1,1,0,0,2
2019,IL,17123,"Marshall County, Illinois",17007,"Boone County, Illinois",3,0,3,0,0,1,2,0,1,2
2019,IL,17123,"Marshall County, Illinois",17011,"Bureau County, Illinois",98,18,55,25,23,26,49,39,17,42
2019,IL,17123,"Marshall County, Illinois",17015,"Carroll County, Illinois",5,2,3,0,5,0,0,0,4,1
2019,IL,17123,"Marshall County, Illinois",17019,"Champaign County, Illinois",29,3,18,8,2,10,17,19,10,0
2019,IL,17123,"Marshall County, Illinois",17021,"Christian County, Illinois",5,2,3,0,3,1,1,1,0,4
2019,IL,17123,"Marshall County, Illinois",17023,"Clark County, Illinois",2,0,2,0,0,0,2,0,2,0
2019,IL,17123,"Marshall County, Illinois",17025,"Clay County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17123,"Marshall County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17123,"Marshall County, Illinois",17029,"Coles County, Illinois",4,0,4,0,0,1,3,2,1,1
2019,IL,17123,"Marshall County, Illinois",17031,"Cook County, Illinois",59,13,30,16,9,16,34,37,7,15
2019,IL,17123,"Marshall County, Illinois",17033,"Crawford County, Illinois",2,1,1,0,1,0,1,0,1,1
2019,IL,17123,"Marshall County, Illinois",17037,"DeKalb County, Illinois",12,4,7,1,1,6,5,4,7,1
2019,IL,17123,"Marshall County, Illinois",17039,"De Witt County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17123,"Marshall County, Illinois",17041,"Douglas County, Illinois",2,0,2,0,0,0,2,2,0,0
2019,IL,17123,"Marshall County, Illinois",17043,"DuPage County, Illinois",32,5,20,7,6,2,24,17,2,13
2019,IL,17123,"Marshall County, Illinois",17045,"Edgar County, Illinois",5,0,5,0,1,0,4,4,0,1
2019,IL,17123,"Marshall County, Illinois",17049,"Effingham County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17123,"Marshall County, Illinois",17053,"Ford County, Illinois",25,11,8,6,3,14,8,20,5,0
2019,IL,17123,"Marshall County, Illinois",17057,"Fulton County, Illinois",6,0,5,1,0,3,3,0,4,2
2019,IL,17123,"Marshall County, Illinois",17063,"Grundy County, Illinois",2,2,0,0,1,1,0,1,1,0
2019,IL,17123,"Marshall County, Illinois",17067,"Hancock County, Illinois",5,0,4,1,1,2,2,0,2,3
2019,IL,17123,"Marshall County, Illinois",17071,"Henderson County, Illinois",3,0,2,1,0,1,2,0,1,2
2019,IL,17123,"Marshall County, Illinois",17073,"Henry County, Illinois",12,4,8,0,2,6,4,4,7,1
2019,IL,17123,"Marshall County, Illinois",17075,"Iroquois County, Illinois",23,5,9,9,7,9,7,17,3,3
2019,IL,17123,"Marshall County, Illinois",17085,"Jo Daviess County, Illinois",2,0,2,0,1,0,1,0,2,0
2019,IL,17123,"Marshall County, Illinois",17089,"Kane County, Illinois",17,3,12,2,4,3,10,6,3,8
2019,IL,17123,"Marshall County, Illinois",17091,"Kankakee County, Illinois",12,4,5,3,8,2,2,1,7,4
2019,IL,17123,"Marshall County, Illinois",17093,"Kendall County, Illinois",3,0,2,1,1,0,2,2,1,0
2019,IL,17123,"Marshall County, Illinois",17095,"Knox County, Illinois",35,4,21,10,12,12,11,9,6,20
2019,IL,17123,"Marshall County, Illinois",17097,"Lake County, Illinois",6,0,5,1,0,0,6,2,2,2
2019,IL,17123,"Marshall County, Illinois",17099,"LaSalle County, Illinois",316,69,159,88,62,135,119,204,39,73
2019,IL,17123,"Marshall County, Illinois",17101,"Lawrence County, Illinois",1,0,1,0,1,0,0,0,1,0
2019,IL,17123,"Marshall County, Illinois",17103,"Lee County, Illinois",4,2,2,0,1,1,2,1,3,0
2019,IL,17123,"Marshall County, Illinois",17105,"Livingston County, Illinois",70,7,40,23,13,21,36,27,31,12
2019,IL,17123,"Marshall County, Illinois",17107,"Logan County, Illinois",10,8,2,0,6,4,0,0,1,9
2019,IL,17123,"Marshall County, Illinois",17109,"McDonough County, Illinois",8,2,5,1,3,4,1,0,2,6
2019,IL,17123,"Marshall County, Illinois",17111,"McHenry County, Illinois",10,1,5,4,2,1,7,4,4,2
2019,IL,17123,"Marshall County, Illinois",17113,"McLean County, Illinois",40,20,16,4,13,7,20,14,11,15
2019,IL,17123,"Marshall County, Illinois",17115,"Macon County, Illinois",34,15,15,4,20,10,4,3,5,26
2019,IL,17123,"Marshall County, Illinois",17119,"Madison County, Illinois",11,1,4,6,2,4,5,3,5,3
2019,IL,17123,"Marshall County, Illinois",17123,"Marshall County, Illinois",1283,257,602,424,405,478,400,404,160,719
2019,IL,17123,"Marshall County, Illinois",17125,"Mason County, Illinois",2,1,1,0,0,0,2,2,0,0
2019,IL,17123,"Marshall County, Illinois",17129,"Menard County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17123,"Marshall County, Illinois",17133,"Monroe County, Illinois",1,0,1,0,0,1,0,1,0,0
2019,IL,17123,"Marshall County, Illinois",17135,"Montgomery County, Illinois",2,0,0,2,0,2,0,0,2,0
2019,IL,17123,"Marshall County, Illinois",17139,"Moultrie County, Illinois",4,2,2,0,2,1,1,1,2,1
2019,IL,17123,"Marshall County, Illinois",17141,"Ogle County, Illinois",5,3,1,1,1,1,3,0,5,0
2019,IL,17123,"Marshall County, Illinois",17143,"Peoria County, Illinois",215,52,111,52,75,63,77,48,26,141
2019,IL,17123,"Marshall County, Illinois",17147,"Piatt County, Illinois",4,2,0,2,3,1,0,0,1,3
2019,IL,17123,"Marshall County, Illinois",17155,"Putnam County, Illinois",85,16,53,16,28,24,33,33,12,40
2019,IL,17123,"Marshall County, Illinois",17159,"Richland County, Illinois",2,1,1,0,0,1,1,0,2,0
2019,IL,17123,"Marshall County, Illinois",17161,"Rock Island County, Illinois",17,3,10,4,5,3,9,1,4,12
2019,IL,17123,"Marshall County, Illinois",17163,"St. Clair County, Illinois",4,0,3,1,1,0,3,0,1,3
2019,IL,17123,"Marshall County, Illinois",17167,"Sangamon County, Illinois",42,24,12,6,30,9,3,2,4,36
2019,IL,17123,"Marshall County, Illinois",17173,"Shelby County, Illinois",9,6,1,2,7,2,0,1,3,5
2019,IL,17123,"Marshall County, Illinois",17175,"Stark County, Illinois",34,5,18,11,13,10,11,11,7,16
2019,IL,17123,"Marshall County, Illinois",17177,"Stephenson County, Illinois",4,0,1,3,1,2,1,0,2,2
2019,IL,17123,"Marshall County, Illinois",17179,"Tazewell County, Illinois",73,20,38,15,16,27,30,24,18,31
2019,IL,17123,"Marshall County, Illinois",17183,"Vermilion County, Illinois",18,1,8,9,4,5,9,8,6,4
2019,IL,17123,"Marshall County, Illinois",17187,"Warren County, Illinois",2,1,0,1,1,1,0,0,2,0
2019,IL,17123,"Marshall County, Illinois",17195,"Whiteside County, Illinois",5,2,3,0,2,2,1,2,3,0
2019,IL,17123,"Marshall County, Illinois",17197,"Will County, Illinois",24,6,11,7,7,4,13,10,8,6
2019,IL,17123,"Marshall County, Illinois",17201,"Winnebago County, Illinois",5,1,4,0,1,1,3,0,4,1
2019,IL,17123,"Marshall County, Illinois",17203,"Woodford County, Illinois",176,40,92,44,44,74,58,87,28,61
2019,IL,17125,"Mason County, Illinois",17001,"Adams County, Illinois",41,10,15,16,23,11,7,7,13,21
2019,IL,17125,"Mason County, Illinois",17007,"Boone County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17125,"Mason County, Illinois",17009,"Brown County, Illinois",10,2,7,1,6,4,0,0,2,8
2019,IL,17125,"Mason County, Illinois",17011,"Bureau County, Illinois",14,1,12,1,9,1,4,0,4,10
2019,IL,17125,"Mason County, Illinois",17013,"Calhoun County, Illinois",5,2,3,0,0,5,0,1,2,2
2019,IL,17125,"Mason County, Illinois",17015,"Carroll County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17125,"Mason County, Illinois",17017,"Cass County, Illinois",46,12,23,11,16,14,16,8,13,25
2019,IL,17125,"Mason County, Illinois",17019,"Champaign County, Illinois",15,4,7,4,4,5,6,1,13,1
2019,IL,17125,"Mason County, Illinois",17021,"Christian County, Illinois",16,3,9,4,3,10,3,3,8,5
2019,IL,17125,"Mason County, Illinois",17023,"Clark County, Illinois",3,2,0,1,1,1,1,0,2,1
2019,IL,17125,"Mason County, Illinois",17025,"Clay County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17125,"Mason County, Illinois",17027,"Clinton County, Illinois",3,1,2,0,0,2,1,1,1,1
2019,IL,17125,"Mason County, Illinois",17029,"Coles County, Illinois",10,3,2,5,3,3,4,0,5,5
2019,IL,17125,"Mason County, Illinois",17031,"Cook County, Illinois",7,2,3,2,2,3,2,1,4,2
2019,IL,17125,"Mason County, Illinois",17033,"Crawford County, Illinois",2,1,0,1,1,1,0,0,2,0
2019,IL,17125,"Mason County, Illinois",17035,"Cumberland County, Illinois",2,0,0,2,0,1,1,0,0,2
2019,IL,17125,"Mason County, Illinois",17037,"DeKalb County, Illinois",4,1,1,2,2,2,0,0,3,1
2019,IL,17125,"Mason County, Illinois",17039,"De Witt County, Illinois",9,1,6,2,2,3,4,2,1,6
2019,IL,17125,"Mason County, Illinois",17041,"Douglas County, Illinois",3,1,0,2,0,3,0,0,2,1
2019,IL,17125,"Mason County, Illinois",17043,"DuPage County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17125,"Mason County, Illinois",17045,"Edgar County, Illinois",4,2,1,1,1,2,1,1,1,2
2019,IL,17125,"Mason County, Illinois",17047,"Edwards County, Illinois",1,0,0,1,1,0,0,0,1,0
2019,IL,17125,"Mason County, Illinois",17049,"Effingham County, Illinois",3,0,2,1,0,0,3,0,2,1
2019,IL,17125,"Mason County, Illinois",17051,"Fayette County, Illinois",3,2,0,1,1,0,2,0,3,0
2019,IL,17125,"Mason County, Illinois",17053,"Ford County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17125,"Mason County, Illinois",17055,"Franklin County, Illinois",1,1,0,0,0,0,1,0,1,0
